Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:1901897~regulation of relaxation of cardiac muscle	2	0.49504950495049505	0.028597733797317327	A2ASS6, Q5ZKI0	331	3	34287	69.05740181268882	1.0	0.9768577927763167	37.72757731255392
GOTERM_BP_DIRECT	GO:0030855~epithelial cell differentiation	4	0.9900990099009901	0.030124868646138208	Q9UGM3, Q9H479, E9Q7P9, P50416	331	70	34287	5.9192058696590415	1.0	0.9729313126488583	39.306614912344074
GOTERM_BP_DIRECT	GO:0007218~neuropeptide signaling pathway	5	1.2376237623762376	0.0305710093211542	P24524, P51810, Q9VZW5, P30975, P30974	331	122	34287	4.245332078648904	1.0	0.9652078711060769	39.760775442811614
GOTERM_BP_DIRECT	GO:0060048~cardiac muscle contraction	3	0.7425742574257426	0.03574595050855273	Q6P7A9, A2ASS6, Q5ZKI0	331	31	34287	10.02446155345483	1.0	0.9736015017059895	44.80085361298518
GOTERM_BP_DIRECT	GO:0050873~brown fat cell differentiation	3	0.7425742574257426	0.03789144198080502	P07550, Q3ZCB2, P02190	331	32	34287	9.711197129909367	1.0	0.9721623640641179	46.772010384770525
GOTERM_BP_DIRECT	GO:0002086~diaphragm contraction	2	0.49504950495049505	0.037947948122238055	Q6P7A9, P07550	331	4	34287	51.79305135951662	1.0	0.9648345422823346	46.823020735141654
GOTERM_BP_DIRECT	GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway	6	1.4851485148514851	0.03853511304053955	Q9FL63, Q60787, F1N9Y5, P0CY46, O45539, O35460	331	192	34287	3.237065709969789	1.0	0.9587452111370813	47.35036895840885
GOTERM_BP_DIRECT	GO:0045786~negative regulation of cell cycle	3	0.7425742574257426	0.0400849365560882	O88513, P70677, Q15262	331	33	34287	9.416918429003022	1.0	0.956003052209611	48.718823534243285
GOTERM_BP_DIRECT	GO:0034394~protein localization to cell surface	3	0.7425742574257426	0.0400849365560882	Q15262, A6QR55, O35460	331	33	34287	9.416918429003022	1.0	0.956003052209611	48.718823534243285
GOTERM_BP_DIRECT	GO:0009409~response to cold	4	0.9900990099009901	0.040887644308129335	O65639, P07550, O82345, Q3ZCB2	331	79	34287	5.244865960457378	1.0	0.9507293291479452	49.41439894154532
GOTERM_BP_DIRECT	GO:0031398~positive regulation of protein ubiquitination	4	0.9900990099009901	0.04485055639241868	P07550, O62640, Q13489, O35460	331	82	34287	5.052980620440645	1.0	0.9564932168387144	52.72051659331534
GOTERM_BP_DIRECT	GO:0043066~negative regulation of apoptotic process	10	2.4752475247524752	0.04640893075338566	Q5ZIM6, P70677, Q5BKL8, Q60HG7, P18406, Q13489, P20749, Q3ZCB2, Q63184, O35460	331	485	34287	2.135795932351201	1.0	0.9542274442268566	53.96415569605506
GOTERM_BP_DIRECT	GO:0061400~positive regulation of transcription from RNA polymerase II promoter in response to calcium ion	2	0.49504950495049505	0.047208432238880355	D4A7U2, Q8VHI4	331	5	34287	41.434441087613294	1.0	0.9496649496685143	54.59020357279278
GOTERM_BP_DIRECT	GO:1904263~positive regulation of TORC1 signaling	2	0.49504950495049505	0.047208432238880355	P53290, Q03897	331	5	34287	41.434441087613294	1.0	0.9496649496685143	54.59020357279278
GOTERM_BP_DIRECT	GO:0044861~protein transport into plasma membrane raft	2	0.49504950495049505	0.047208432238880355	P30622, Q61037	331	5	34287	41.434441087613294	1.0	0.9496649496685143	54.59020357279278
GOTERM_BP_DIRECT	GO:1903078~positive regulation of protein localization to plasma membrane	2	0.49504950495049505	0.047208432238880355	Q01082, P70569	331	5	34287	41.434441087613294	1.0	0.9496649496685143	54.59020357279278
GOTERM_BP_DIRECT	GO:0006468~protein phosphorylation	16	3.9603960396039604	0.05400054663517226	Q9FL63, Q9Z1J2, Q9WTK7, F1M5M3, P49657, Q63184, O01761, F1N9Y5, Q60737, Q811L6, O45539, P57078, Q8S9L6, P18293, P49760, Q5ZKI0	331	981	34287	1.6894777201881057	1.0	0.9621938684186123	59.595591185412445
GOTERM_BP_DIRECT	GO:0006751~glutathione catabolic process	2	0.49504950495049505	0.05638004467547392	Q8WUX2, B3STU3	331	6	34287	34.52870090634441	1.0	0.9621835502197361	61.22306877587078
GOTERM_BP_DIRECT	GO:0072661~protein targeting to plasma membrane	3	0.7425742574257426	0.059230510316604416	D3ZSI8, Q01082, Q28740	331	41	34287	7.579470930660969	1.0	0.9631969019762575	63.091644805361426
GOTERM_BP_DIRECT	GO:0006898~receptor-mediated endocytosis	6	1.4851485148514851	0.06571833433903898	Q13492, Q9UGM3, P07550, Q5ND28, A6H7G2, P34709	331	224	34287	2.7746277514026763	1.0	0.9706769768333955	67.03426041770238
GOTERM_BP_DIRECT	GO:0046777~protein autophosphorylation	7	1.7326732673267329	0.06627853025888836	Q60737, Q8BKX6, P49760, Q9WTK7, Q8NEV4, Q63184, Q5ZKI0	331	295	34287	2.457975318756721	1.0	0.9674044568601047	67.35545845360662
GOTERM_BP_DIRECT	GO:0016579~protein deubiquitination	5	1.2376237623762376	0.06651912255642066	A6QR55, O57429, Q6QN14, A5WWB0, Q09738	331	158	34287	3.278041225285862	1.0	0.9634534804770861	67.49250238477045
GOTERM_BP_DIRECT	GO:0042384~cilium assembly	6	1.4851485148514851	0.06793031982117272	Q5R573, Q6NVF0, A4FUY9, Q568D2, Q059U7, Q3B7D3	331	226	34287	2.750073523514157	1.0	0.961654515991022	68.28552297583643
GOTERM_BP_DIRECT	GO:0009414~response to water deprivation	3	0.7425742574257426	0.07248304552897954	O65639, Q9C983, P40241	331	46	34287	6.755615394719559	1.0	0.9655355467559422	70.72189661143658
GOTERM_BP_DIRECT	GO:0007530~sex determination	2	0.49504950495049505	0.07446004764855758	Q9Y091, P34709	331	8	34287	25.89652567975831	1.0	0.9648414429488845	71.7241825727527
GOTERM_BP_DIRECT	GO:0030241~skeletal muscle myosin thick filament assembly	2	0.49504950495049505	0.07446004764855758	A2ASS6, O01761	331	8	34287	25.89652567975831	1.0	0.9648414429488845	71.7241825727527
GOTERM_BP_DIRECT	GO:1902004~positive regulation of beta-amyloid formation	2	0.49504950495049505	0.07446004764855758	Q13492, Q3TCV3	331	8	34287	25.89652567975831	1.0	0.9648414429488845	71.7241825727527
GOTERM_BP_DIRECT	GO:0007507~heart development	7	1.7326732673267329	0.0753546326271772	Q92824, P70677, A2ASS6, Q8K2Y9, Q6R8J2, Q61037, P02190	331	305	34287	2.3773859640433854	1.0	0.9623860781425512	72.16704643172095
GOTERM_BP_DIRECT	GO:0001701~in utero embryonic development	6	1.4851485148514851	0.07944805853805992	Q6NVF0, A2ASS6, Q9HCD6, Q8K2Y9, Q647I9, O35460	331	237	34287	2.6224329802286896	1.0	0.9651895931779814	74.1117044183712
GOTERM_BP_DIRECT	GO:0016567~protein ubiquitination	12	2.9702970297029703	0.08240314902757774	Q86TM6, O75382, P68907, Q0D2K2, O62640, Q9C026, Q13489, Q8GYP8, Q80T74, Q5RGB8, O95714, D3YYI7	331	708	34287	1.7556966562548006	1.0	0.9660394040555977	75.43549171319283
GOTERM_BP_DIRECT	GO:0002315~marginal zone B cell differentiation	2	0.49504950495049505	0.08337011457296413	P55281, P20749	331	9	34287	23.01913393756294	1.0	0.9639669654777913	75.85467699211858
GOTERM_BP_DIRECT	GO:0034121~regulation of toll-like receptor signaling pathway	2	0.49504950495049505	0.08337011457296413	O62640, Q13489	331	9	34287	23.01913393756294	1.0	0.9639669654777913	75.85467699211858
GOTERM_BP_DIRECT	GO:0048813~dendrite morphogenesis	4	0.9900990099009901	0.08468946170033016	Q13492, Q80TZ9, Q9VCU9, O17798	331	107	34287	3.87237767173956	1.0	0.9624388410757868	76.41579861028627
GOTERM_BP_DIRECT	GO:0008104~protein localization	4	0.9900990099009901	0.09022612550202509	Q9XUC2, Q05793, Q61037, Q9VEN1	331	110	34287	3.7667673716012082	1.0	0.9669384560337374	78.63977235458329
GOTERM_BP_DIRECT	GO:0035865~cellular response to potassium ion	2	0.49504950495049505	0.09219466274700759	D4A7U2, Q8VHI4	331	10	34287	20.717220543806647	1.0	0.9663999737387513	79.38188964063515
GOTERM_BP_DIRECT	GO:0042853~L-alanine catabolic process	2	0.49504950495049505	0.09219466274700759	Q28DB5, Q8TD30	331	10	34287	20.717220543806647	1.0	0.9663999737387513	79.38188964063515
GOTERM_BP_DIRECT	GO:0000381~regulation of alternative mRNA splicing, via spliceosome	3	0.7425742574257426	0.09540225696113185	Q9Y091, P26599, Q15459	331	54	34287	5.754783484390735	1.0	0.9674454611641476	80.53949124115056
GOTERM_BP_DIRECT	GO:0007264~small GTPase mediated signal transduction	7	1.7326732673267329	0.09648683471973327	Q5R573, Q9C3Y4, P15498, P55040, Q3V1N1, Q9XUC2, P62491	331	326	34287	2.224241469427094	1.0	0.9658485400147877	80.91690369792623
GOTERM_BP_DIRECT	GO:0007267~cell-cell signaling	4	0.9900990099009901	0.09783624347159443	Q92824, P07550, Q9U3P2, P18406	331	114	34287	3.634600095404675	1.0	0.9645994145443806	81.37688168123402
